Instance Name,Nominal Voltage,Internal Power,Switch Power,Leakage Power,Total Power
R[3]_7__$_MUX__B_Y_$_OR__B_Y_$_NAND__B_Y_$_XNOR__B_Y_$_OR__B_Y_$_AND__B_Y_$_AND__B_Y_NOR2X0P5H7R_Y,1.2,3.182e-06,0.000e+00,7.066e-11,3.182e-06
R[2]_5__MUXI2X1H7R_B_Y_OAOI211X1P4H7R_A1_Y_AO21X1P4H7R_B0,1.2,3.111e-06,0.000e+00,2.037e-10,3.111e-06
R[1]_3__MUX2X3H7R_B_Y_AOI2BB1X0P5H7R_A1N_Y_OAI22X2H7R_B0,1.2,3.066e-06,0.000e+00,1.646e-10,3.066e-06
R[0]_5__XNOR2X4H7R_A_Y_AO31X4H7R_A0_A2_AOI222X4H7R_Y_C1_OR3X1H7R_Y,1.2,3.023e-06,0.000e+00,1.794e-10,3.023e-06
R[0]_5__XNOR2X4H7R_A_Y_AO31X4H7R_A0_A2_AOI222X4H7R_Y_B0_OR3X1H7R_Y,1.2,3.020e-06,0.000e+00,1.794e-10,3.021e-06
R[0]_5__XNOR2X4H7R_A_Y_AO31X4H7R_A0_A1_AOI211X2H7R_Y_A1_OAI22X0P5H7R_Y,1.2,2.933e-06,0.000e+00,1.017e-10,2.933e-06
pc_3__reg_p_D_AOI21X0P5H7R_Y_A0_AOAI211X0P5H7R_Y_B0_NOR2X0P5H7R_Y,1.2,2.810e-06,0.000e+00,6.898e-11,2.810e-06
R[2]_6__MUX2X0P5H7R_A_Y_OA21X0P7H7R_A1,1.2,2.757e-06,0.000e+00,1.653e-10,2.757e-06
out_7__reg_p_D_OAOI211X0P5H7R_Y,1.2,2.718e-06,0.000e+00,9.224e-11,2.718e-06
R[2]_5__reg_p_D_NOR2X0P5H7R_Y,1.2,2.706e-06,0.000e+00,7.132e-11,2.706e-06
R[2]_1__MUX2X3H7R_A,1.2,2.603e-06,0.000e+00,5.247e-10,2.603e-06
R[2]_2__MUX2X3H7R_A,1.2,2.600e-06,0.000e+00,5.247e-10,2.600e-06
R[2]_4__MUX2X3H7R_A,1.2,2.597e-06,0.000e+00,5.247e-10,2.598e-06
R[2]_4__MUX2X3H7R_A_Y_OAI21X2H7R_A1,1.2,2.596e-06,0.000e+00,1.427e-10,2.597e-06
R[0]_0__$_XNOR__A_Y_$_AND__B_Y_$_AND__B_Y_$_NAND__B_Y_$_AND__A_B_$_ANDNOT__B_A_$_SDFF_PN0__Q_D_$_MUX__S_Y_OA211X4H7R_Y_B0_AOI31X0P7H7R_Y_B0_AND3X1P4H7R_Y,1.2,2.596e-06,0.000e+00,1.493e-10,2.596e-06
R[2]_7__reg_p_D_NOR2X0P5H7R_Y_B_OR2X0P5H7R_Y,1.2,2.530e-06,0.000e+00,1.590e-10,2.530e-06
R[1]_5__MUX2X0P5H7R_B_Y_OA21X0P7H7R_A1,1.2,2.522e-06,0.000e+00,1.649e-10,2.522e-06
R[3]_5__$_MUX__B_Y_$_OR__B_Y_$_AND__B_Y_$_XNOR__B_Y_$_NAND__A_Y_$_AND__B_Y_$_AND__B_Y_NOR2X0P5H7R_Y,1.2,2.426e-06,0.000e+00,7.084e-11,2.426e-06
R[0]_0__$_XNOR__A_Y_$_AND__B_Y_$_AND__B_Y_$_NAND__B_Y_$_AND__A_B_$_OR__Y_B_$_DFF_P__Q_D_$_MUX__Y_B_$_NAND__A_Y_AOI211X1P4H7R_Y_A1_NOR2X6H7R_B,1.2,2.381e-06,0.000e+00,3.997e-10,2.381e-06
R[2]_1__MUX2X3H7R_A_S0_BUFX16H7R_Y_A_OR2X8H7R_Y,1.2,2.366e-06,0.000e+00,7.497e-10,2.367e-06
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y_B0_OAI211X0P7H7R_Y_B0_OR3X1H7R_Y_B_OAI32X0P5H7R_B1_Y_AOI2BB1X1P4H7R_B0_Y_OAI221X4H7R_A1,1.2,2.348e-06,0.000e+00,3.106e-10,2.348e-06
R[2]_1__MUX2X3H7R_A_S0_BUFX16H7R_Y,1.2,2.289e-06,0.000e+00,1.311e-09,2.290e-06
R[0]_0__$_XNOR__A_Y_$_AND__B_Y_$_AND__B_Y_$_NAND__B_Y_$_AND__A_B_$_ANDNOT__B_A_$_SDFF_PN0__Q_D_$_MUX__S_Y_$_DFF_P__D_Q_NAND3BX0P7H7R_AN,1.2,2.178e-06,0.000e+00,1.339e-10,2.178e-06
out_7__reg_p_D_OAOI211X0P5H7R_Y_B0_NAND2X0P5H7R_Y_A_XOR2X0P5H7R_A_Y_XNOR2X3H7R_A_B_OAOI211X1P4H7R_Y_A1_NAND2X0P5H7R_Y,1.2,2.145e-06,0.000e+00,6.783e-11,2.145e-06
R[0]_4__reg_p_D_NOR3X0P5H7R_Y,1.2,2.123e-06,0.000e+00,5.695e-11,2.123e-06
R[2]_2__MUX2X3H7R_A_Y_OAI21X4H7R_A1_B0_OAI211X1H7R_Y,1.2,2.110e-06,0.000e+00,8.393e-11,2.110e-06
pc_1__$_XOR__B_Y_$_MUX__A_Y_$_MUX__A_Y_OR3X1H7R_Y_C_OAI21X0P5H7R_Y_A1_OAI22X0P5H7R_A1,1.2,2.056e-06,0.000e+00,9.887e-11,2.056e-06
R[0]_0__$_XNOR__A_Y_$_AND__B_Y_$_AND__B_Y_$_NAND__B_Y_$_AND__A_B_$_ANDNOT__B_A_$_SDFF_PN0__Q_D_$_MUX__S_Y_$_DFF_P__D_Q_NAND3BX0P5H7R_B,1.2,2.050e-06,0.000e+00,1.156e-10,2.050e-06
R[3]_4__NOR2X1P4H7R_A_Y_OR2X2H7R_B,1.2,2.039e-06,0.000e+00,2.497e-10,2.039e-06
R[1]_2__NOR4BX2H7R_C_Y_AOI21X1P4H7R_B0_Y_OAI21X2H7R_B0,1.2,2.036e-06,0.000e+00,1.444e-10,2.036e-06
R[1]_4__reg_p_D_NOR3X0P5H7R_Y,1.2,2.018e-06,0.000e+00,5.695e-11,2.018e-06
pc_3__reg_p_D_AOI21X0P5H7R_Y_A0_AOAI211X0P5H7R_Y_C0_NAND3X1P4H7R_A,1.2,1.980e-06,0.000e+00,6.659e-11,1.980e-06
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y_B0_OAI211X0P7H7R_Y_B0_OR3X1H7R_Y_B_OAI32X0P5H7R_B1_Y_AOI2BB1X1P4H7R_B0_A1N_OA222X0P7H7R_C0_B1_AOI22X0P5H7R_Y_B0_OA222X1H7R_C1,1.2,1.947e-06,0.000e+00,1.980e-10,1.947e-06
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y_B0_OAI211X0P7H7R_Y_B0_OR3X1H7R_Y_B_OAI32X0P5H7R_B1_Y_AOI2BB1X1P4H7R_B0_A1N_OA222X0P7H7R_C0,1.2,1.938e-06,0.000e+00,1.868e-10,1.938e-06
R[1]_1__NAND2X0P5H7R_B_Y_OAI211X0P7H7R_C0,1.2,1.918e-06,0.000e+00,7.339e-11,1.918e-06
out_7__reg_p_D_OAOI211X0P5H7R_Y_B0_NAND2X0P5H7R_Y_A_XOR2X0P5H7R_A_B_AOAI211X0P5H7R_Y_C0_AOAI211X0P5H7R_Y,1.2,1.915e-06,0.000e+00,8.301e-11,1.916e-06
R[2]_1__MUX2X3H7R_A_Y_OAI21X3H7R_A1_B0_OAI211X0P7H7R_Y,1.2,1.915e-06,0.000e+00,7.339e-11,1.915e-06
R[2]_5__NAND2X0P5H7R_A_Y_OAI211X0P7H7R_C0,1.2,1.911e-06,0.000e+00,7.339e-11,1.911e-06
pc_2__reg_p_D_NOR2BX1P4H7R_AN,1.2,1.909e-06,0.000e+00,1.838e-10,1.909e-06
R[2]_4__MUX2X3H7R_A_Y_OAI21X2H7R_A1_B0_OAI211X0P7H7R_Y,1.2,1.903e-06,0.000e+00,7.339e-11,1.904e-06
R[1]_3__reg_p_D_NOR2X1P4H7R_Y,1.2,1.898e-06,0.000e+00,9.902e-11,1.898e-06
R[2]_6__MUX2X0P5H7R_A_Y_OA21X0P7H7R_A1_B0_OAI211X0P7H7R_Y,1.2,1.897e-06,0.000e+00,7.339e-11,1.897e-06
R[2]_0__NOR3X0P7H7R_C_Y_AOAI211X1H7R_B0,1.2,1.874e-06,0.000e+00,1.076e-10,1.874e-06
R[0]_2__reg_p_D_NOR2X0P5H7R_Y,1.2,1.850e-06,0.000e+00,6.923e-11,1.850e-06
R[1]_2__reg_p_D_NOR2X0P5H7R_Y,1.2,1.837e-06,0.000e+00,6.923e-11,1.837e-06
out_6__reg_p_D_OAOI211X0P5H7R_Y,1.2,1.822e-06,0.000e+00,9.216e-11,1.823e-06
R[2]_5__MUXI2X1H7R_B_Y_OAOI211X1P4H7R_A1,1.2,1.794e-06,0.000e+00,1.292e-10,1.795e-06
R[2]_4__reg_p_D_NOR2X0P5H7R_Y,1.2,1.791e-06,0.000e+00,7.123e-11,1.791e-06
R[2]_3__reg_p_D_NOR2X1P4H7R_Y,1.2,1.784e-06,0.000e+00,9.902e-11,1.784e-06
R[0]_5__XNOR2X4H7R_A_Y_AO31X4H7R_A0_A1_AOI211X2H7R_Y_B0_OAI211X1P4H7R_Y_A1_NAND2X0P5H7R_Y_B_AOAI211X1P4H7R_Y,1.2,1.752e-06,0.000e+00,1.262e-10,1.752e-06
R[2]_2__reg_p_D_NOR2X0P5H7R_Y,1.2,1.750e-06,0.000e+00,6.923e-11,1.750e-06
R[0]_5__XNOR2X4H7R_A_Y_AO31X4H7R_A0_A1_AOI211X2H7R_Y_A0_AOAI211X1P4H7R_A1_B0_NOR2X0P5H7R_Y,1.2,1.738e-06,0.000e+00,7.186e-11,1.738e-06
R[1]_3__MUX2X3H7R_B,1.2,1.726e-06,0.000e+00,5.247e-10,1.727e-06
R[0]_5__XNOR2X4H7R_A_Y_AO31X4H7R_A0_A1_AOI211X2H7R_Y_C0_OAI21X0P5H7R_Y,1.2,1.641e-06,0.000e+00,8.693e-11,1.641e-06
R[0]_4__MUX2X0P5H7R_A_Y_OAOI211X1H7R_A1,1.2,1.639e-06,0.000e+00,1.148e-10,1.639e-06
R[1]_5__MUX2X0P5H7R_B_Y_OAI21X0P5H7R_A1,1.2,1.611e-06,0.000e+00,8.658e-11,1.611e-06
R[2]_2__reg_p_D_NOR2X0P5H7R_Y_B_OAO211X0P5H7R_Y_C0_OR3X1H7R_Y,1.2,1.599e-06,0.000e+00,1.712e-10,1.599e-06
R[0]_0__$_XNOR__A_Y_$_AND__B_Y_$_AND__B_Y_$_NAND__B_Y_$_AND__A_B_$_OR__Y_B_$_DFF_P__Q_D_$_MUX__Y_B_$_NAND__A_Y_AOI211X1P4H7R_Y_A1_MUX2X8H7R_Y_B_XOR2X0P5H7R_Y,1.2,1.595e-06,0.000e+00,3.505e-10,1.596e-06
R[2]_2__reg_p_D_NOR2X0P5H7R_Y_B_OAO211X0P5H7R_Y_C0_OR3X1H7R_C_Y_BUFX1P4H7R_A,1.2,1.524e-06,0.000e+00,1.745e-10,1.524e-06
R[3]_4__$_MUX__B_Y_$_OR__B_Y_$_AND__B_Y_$_XNOR__B_Y_$_NAND__B_Y_$_AND__B_Y_$_AND__B_Y_NOR2X0P5H7R_Y,1.2,1.472e-06,0.000e+00,7.077e-11,1.472e-06
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y_B0_OAI211X0P7H7R_Y_B0_OR3X1H7R_Y_C_AOI21X0P5H7R_A0_Y_OAI21X0P5H7R_B0_Y_AO221X1P4H7R_C0,1.2,1.471e-06,0.000e+00,2.127e-10,1.471e-06
R[0]_5__XNOR2X4H7R_A_Y_AO31X4H7R_A0_A1_AOI211X2H7R_Y_A1_OAI22X0P5H7R_Y_A0_AOA211X1P4H7R_Y,1.2,1.454e-06,0.000e+00,1.917e-10,1.455e-06
R[0]_4__MUX2X0P5H7R_A_Y_OAOI211X1H7R_A1_B0_NAND3BBX1H7R_Y,1.2,1.451e-06,0.000e+00,2.118e-10,1.451e-06
R[0]_6__MUX2X0P5H7R_A_Y_OAOI211X0P5H7R_A1_B0_NAND3BBX1H7R_Y,1.2,1.449e-06,0.000e+00,2.118e-10,1.450e-06
out_5__reg_p_D_OAOI211X0P5H7R_Y_A0_AOI21X0P5H7R_Y,1.2,1.398e-06,0.000e+00,9.335e-11,1.398e-06
out_0__reg_p_D_OAOI211X0P5H7R_Y_A0_NAND2X0P5H7R_Y,1.2,1.389e-06,0.000e+00,6.811e-11,1.389e-06
R[0]_6__MUX2X0P5H7R_A_Y_OAOI211X0P5H7R_A1,1.2,1.373e-06,0.000e+00,9.013e-11,1.373e-06
R[3]_6__NOR2X0P5H7R_A_B_AOI21X3H7R_Y,1.2,1.369e-06,0.000e+00,2.328e-10,1.369e-06
R[2]_6__MUX2X0P5H7R_A,1.2,1.365e-06,0.000e+00,2.395e-10,1.366e-06
R[1]_1__reg_p_D_NOR2X0P5H7R_Y,1.2,1.354e-06,0.000e+00,6.840e-11,1.354e-06
out_7__reg_p_D_OAOI211X0P5H7R_Y_B0_NAND2X0P5H7R_Y_A_XOR2X0P5H7R_A_Y_XNOR2X3H7R_A_B_OAOI211X1P4H7R_Y_A1_NAND2X0P5H7R_Y_A_NAND2X0P5H7R_Y,1.2,1.319e-06,0.000e+00,6.766e-11,1.319e-06
R[0]_5__XNOR2X4H7R_A_Y_AO31X4H7R_A0_A1_AOI211X2H7R_Y_A1_OAI22X0P5H7R_Y_A1_AOI211X0P5H7R_Y,1.2,1.308e-06,0.000e+00,8.291e-11,1.308e-06
R[1]_3__MUX2X3H7R_B_Y_AOI2BB1X0P5H7R_A1N,1.2,1.300e-06,0.000e+00,1.857e-10,1.301e-06
R[3]_1__OA21X0P7H7R_B0,1.2,1.299e-06,0.000e+00,1.623e-10,1.299e-06
R[2]_1__reg_p_D_NOR2X0P5H7R_Y,1.2,1.293e-06,0.000e+00,6.864e-11,1.293e-06
pc_1__$_XOR__B_Y_$_MUX__A_Y_$_MUX__A_Y_OR3X1H7R_Y_C_OAI21X0P5H7R_Y_A1_OAI22X0P5H7R_A1_B0_AOI2BB1X0P5H7R_Y,1.2,1.286e-06,0.000e+00,1.857e-10,1.286e-06
out_5__reg_p_D_OAOI211X0P5H7R_Y_A0_AOI21X0P5H7R_Y_A1_AO21X1H7R_Y,1.2,1.270e-06,0.000e+00,1.879e-10,1.271e-06
R[2]_0__NOR4BX1P4H7R_B_Z_AOI221X4H7R_C0_A1_AO21X1H7R_Y,1.2,1.266e-06,0.000e+00,1.879e-10,1.267e-06
R[1]_2__NOR4BX2H7R_C_Y_AOI21X1P4H7R_B0,1.2,1.246e-06,0.000e+00,1.394e-10,1.246e-06
R[0]_5__XNOR2X4H7R_A_Y_AO31X4H7R_A0_A2_AOI222X4H7R_Y_B1_OAI21X0P7H7R_Y,1.2,1.197e-06,0.000e+00,9.516e-11,1.197e-06
pc_1__$_XOR__B_Y_$_MUX__A_Y_$_MUX__A_Y_OR3X1H7R_Y_C_OAI21X0P5H7R_Y_B0_NAND2X0P5H7R_Y,1.2,1.157e-06,0.000e+00,6.039e-11,1.157e-06
R[2]_0__NOR3X0P7H7R_C_B_BUFX16H7R_A,1.2,1.149e-06,0.000e+00,1.311e-09,1.150e-06
pc_2__reg_p_D_NOR2BX1P4H7R_AN_B_OAI31X0P5H7R_Y_B0_NAND2X0P5H7R_Y,1.2,1.149e-06,0.000e+00,6.039e-11,1.149e-06
R[0]_5__XNOR2X4H7R_A_Y_AO31X4H7R_A0_A2_AOI222X4H7R_Y_C0_OAI21X0P5H7R_Y,1.2,1.122e-06,0.000e+00,8.625e-11,1.122e-06
R[0]_0__reg_p_D_NOR2X0P5H7R_Y,1.2,1.090e-06,0.000e+00,6.923e-11,1.090e-06
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y,1.2,1.079e-06,0.000e+00,1.775e-10,1.079e-06
R[0]_0__$_XNOR__A_Y_$_AND__B_Y_$_AND__B_Y_$_NAND__B_Y_$_AND__A_B_$_ANDNOT__B_A_$_SDFF_PN0__Q_D_$_MUX__S_Y_OA211X4H7R_Y_B0_AOI31X0P7H7R_Y_B0_AND3X1P4H7R_Y_C_XNOR2X0P5H7R_Y,1.2,1.056e-06,0.000e+00,3.505e-10,1.056e-06
R[0]_5__XNOR2X4H7R_A_Y_AO31X4H7R_A0_A1_AOI211X2H7R_Y_B0_OAI211X1P4H7R_Y_B0_AOI32X0P5H7R_Y_B1_XOR2X0P5H7R_Y,1.2,1.054e-06,0.000e+00,3.505e-10,1.054e-06
R[0]_5__XNOR2X4H7R_A_Y_AO31X4H7R_A0_A1_AOI211X2H7R_Y_B0_OAI211X1P4H7R_Y_C0_AOI32X0P5H7R_Y_A2_XOR2X0P5H7R_Y,1.2,1.054e-06,0.000e+00,3.505e-10,1.054e-06
R[0]_5__XNOR2X4H7R_A_Y_AO31X4H7R_A0_A1_AOI211X2H7R_Y_B0_OAI211X1P4H7R_Y_C0_AOI32X0P5H7R_Y_B0_XOR2X0P5H7R_Y,1.2,1.054e-06,0.000e+00,3.505e-10,1.054e-06
R[0]_5__XNOR2X4H7R_A_Y_AO31X4H7R_A0_A1_AOI211X2H7R_Y_C0_OAI21X0P5H7R_Y_B0_OAI21X0P5H7R_Y_A0_XOR2X0P5H7R_Y,1.2,1.053e-06,0.000e+00,3.505e-10,1.053e-06
R[0]_5__XNOR2X4H7R_A_Y_AO31X4H7R_A0_A1_AOI211X2H7R_Y_C0_OAI21X0P5H7R_Y_B0_OAI21X0P5H7R_Y_A1_XOR2X0P5H7R_Y,1.2,1.052e-06,0.000e+00,3.505e-10,1.053e-06
out_7__reg_p_D_OAOI211X0P5H7R_Y_B0_NAND2X0P5H7R_Y_A_OA22X0P5H7R_Y_B0_AOI21X0P5H7R_Y,1.2,1.047e-06,0.000e+00,9.896e-11,1.047e-06
R[1]_0__reg_p_D_NOR2X0P5H7R_Y,1.2,1.035e-06,0.000e+00,6.923e-11,1.035e-06
R[3]_2__$_MUX__B_Y_$_OR__B_Y_$_AND__B_Y_$_XNOR__B_Y_$_XOR__B_Y_$_NAND__B_Y_$_NAND__B_Y_INVX0P5H7R_Y,1.2,1.033e-06,0.000e+00,7.239e-11,1.033e-06
out_7__reg_p_D_OAOI211X0P5H7R_Y_B0_NAND2X0P5H7R_Y_A_OA22X0P5H7R_Y_B0_AOI21X0P5H7R_Y_B0_AOI211X0P5H7R_Y,1.2,1.009e-06,0.000e+00,7.948e-11,1.009e-06
R[2]_0__reg_p_D_NOR2X0P5H7R_Y,1.2,9.874e-07,0.000e+00,6.923e-11,9.875e-07
seg1_OAI211X1H7R_Y_A1_OAI31X0P5H7R_A2_A1_NAND4X0P5H7R_C_A_OAI22X0P5H7R_B1_A1_MUX2X0P5H7R_B_Y_OAI22X1H7R_A1_B1_MUX2X0P5H7R_A_Y_OAI21X0P5H7R_A1_B0_AOAI211X0P5H7R_Y_B0_AOA211X1H7R_Y,1.2,9.702e-07,0.000e+00,1.693e-10,9.704e-07
out_7__reg_p_D_OAOI211X0P5H7R_Y_B0_NAND2X0P5H7R_Y,1.2,9.689e-07,0.000e+00,5.710e-11,9.689e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y_B0_OAI211X0P7H7R_Y_B0_OR3X1H7R_Y_B_OAI32X0P5H7R_B1_Y_AOI2BB1X1P4H7R_B0_A1N_OA222X0P7H7R_C0_B1_AOI22X0P5H7R_Y_A1_AOI33X0P5H7R_A2,1.2,9.458e-07,0.000e+00,9.119e-11,9.459e-07
pc_3__BUFX7H7R_A_Y_BUFX12H7R_A,1.2,9.286e-07,0.000e+00,1.046e-09,9.296e-07
R[1]_5__MUX2X0P5H7R_B,1.2,9.145e-07,0.000e+00,2.438e-10,9.148e-07
out_0__reg_p_D_OAOI211X0P5H7R_Y_B0_NAND2X0P5H7R_Y,1.2,9.110e-07,0.000e+00,6.815e-11,9.110e-07
out_3__reg_p_D_OAOI211X0P5H7R_Y_B0_NAND2X0P5H7R_Y,1.2,9.107e-07,0.000e+00,6.815e-11,9.108e-07
out_2__reg_p_D_OAOI211X0P5H7R_Y_B0_NAND2X0P5H7R_Y,1.2,9.094e-07,0.000e+00,6.815e-11,9.095e-07
R[0]_4__MUX2X0P5H7R_A,1.2,9.090e-07,0.000e+00,2.395e-10,9.092e-07
out_5__reg_p_D_OAOI211X0P5H7R_Y_B0_NAND2X0P5H7R_Y,1.2,9.083e-07,0.000e+00,6.815e-11,9.083e-07
R[0]_6__MUX2X0P5H7R_A,1.2,9.075e-07,0.000e+00,2.395e-10,9.078e-07
out_1__reg_p_D_OAOI211X0P5H7R_Y_B0_NAND2X0P5H7R_Y,1.2,9.077e-07,0.000e+00,6.815e-11,9.077e-07
out_4__reg_p_D_OAOI211X0P5H7R_Y_B0_NAND2X0P5H7R_Y,1.2,9.076e-07,0.000e+00,6.815e-11,9.076e-07
R[2]_5__MUXI2X1H7R_B_Y_OAOI211X1P4H7R_A1_B0_NAND3BX0P5H7R_Y,1.2,9.018e-07,0.000e+00,1.253e-10,9.019e-07
pc_1__$_XOR__B_Y_$_MUX__A_Y_$_MUX__A_Y_OR3X1H7R_Y_C_OAI21X0P5H7R_Y_A1_OAI22X0P5H7R_A1_B0_AOI2BB1X0P5H7R_Y_A1N_MUX2X0P5H7R_Y,1.2,9.004e-07,0.000e+00,2.395e-10,9.006e-07
R[0]_5__XNOR2X4H7R_A_Y_AO31X4H7R_A0_A1_AOI211X2H7R_Y_C0_OAI21X0P5H7R_Y_A1_AOA211X0P5H7R_Y_A1_NAND3BX0P5H7R_Y,1.2,8.963e-07,0.000e+00,1.253e-10,8.965e-07
R[0]_5__XNOR2X4H7R_A_Y_AO31X4H7R_A0_A1_AOI211X2H7R_Y_C0_OAI21X0P5H7R_Y_A1_AOA211X0P5H7R_Y_A0_NAND3BX0P5H7R_Y,1.2,8.952e-07,0.000e+00,1.253e-10,8.953e-07
seg1_OAI211X1H7R_Y_A1_OAI31X0P5H7R_A2_B0_OA211X0P5H7R_Y,1.2,8.889e-07,0.000e+00,1.277e-10,8.890e-07
R[0]_5__XNOR2X4H7R_A_Y_AO31X4H7R_A0_A1_AOI211X2H7R_Y_B0_OAI211X1P4H7R_Y_A0_AOI21X0P5H7R_Y,1.2,8.768e-07,0.000e+00,9.632e-11,8.769e-07
out_7__reg_p_D_OAOI211X0P5H7R_Y_B0_NAND2X0P5H7R_Y_A_XOR2X0P5H7R_A_Y_XNOR2X3H7R_A_B_OAOI211X1P4H7R_Y_A1_NAND2X0P5H7R_Y_B_NAND2X0P5H7R_Y,1.2,8.695e-07,0.000e+00,6.516e-11,8.695e-07
R[0]_5__XNOR2X4H7R_A_Y_AO31X4H7R_A0_A1_AOI211X2H7R_Y_C0_OAI21X0P5H7R_Y_B0_OAI21X0P5H7R_Y,1.2,8.679e-07,0.000e+00,8.654e-11,8.680e-07
pc_1__$_XOR__B_Y_$_MUX__A_B_$_NAND__A_Y_$_NAND__A_Y_INVX1P4H7R_Y,1.2,8.578e-07,0.000e+00,1.022e-10,8.579e-07
R[0]_0__$_XNOR__A_Y_$_AND__B_Y_$_AND__B_Y_$_NAND__B_Y_$_AND__A_B_$_OR__Y_B_$_DFF_P__Q_D_OAI211X1P4H7R_Y_A1_MUX2X0P5H7R_Y,1.2,8.023e-07,0.000e+00,2.442e-10,8.025e-07
pc_0__reg_p_D_NOR2X0P5H7R_Y,1.2,7.664e-07,0.000e+00,7.086e-11,7.665e-07
pc_0__reg_p_D_NOR2X0P5H7R_Y_B_AOI21X0P5H7R_Y_B0_NOR2X0P5H7R_Y,1.2,7.528e-07,0.000e+00,8.370e-11,7.529e-07
R[0]_5__XNOR2X4H7R_A_Y_AO31X4H7R_A0_A1_AOI211X2H7R_Y_A1_OAI22X0P5H7R_Y_B0_AOI2BB1X0P5H7R_Y,1.2,7.342e-07,0.000e+00,1.954e-10,7.344e-07
R[3]_1__$_MUX__B_Y_$_OR__B_Y_$_AND__B_Y_$_XNOR__B_Y_$_NAND__B_Y_$_NAND__A_Y_$_NAND__B_Y_INVX0P5H7R_Y,1.2,7.293e-07,0.000e+00,7.126e-11,7.294e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y_B0_OAI211X0P7H7R_Y_B0_OR3X1H7R_Y_B_OAI32X0P5H7R_B1_Y_AOI2BB1X1P4H7R_B0_A1N_OA222X0P7H7R_C0_B1_AOI22X0P5H7R_Y_A1_AOI33X0P5H7R_A2_Y_AOI2BB1X1P4H7R_A1N_B0_OAI32X0P5H7R_Y,1.2,6.934e-07,0.000e+00,1.026e-10,6.935e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y_B0_OAI211X0P7H7R_Y_B0_OR3X1H7R_Y_B_OAI32X0P5H7R_B1_Y_AOI2BB1X1P4H7R_B0_Y_OAI221X4H7R_A1_C0_AOI22X0P5H7R_Y_B0_OAI32X0P5H7R_Y,1.2,6.933e-07,0.000e+00,1.026e-10,6.934e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y_B0_OAI211X0P7H7R_Y_B0_OR3X1H7R_Y_B_OAI32X0P5H7R_B1,1.2,6.925e-07,0.000e+00,1.026e-10,6.926e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y_A1_OAI32X0P5H7R_Y,1.2,6.899e-07,0.000e+00,1.026e-10,6.900e-07
R[2]_5__MUXI2X1H7R_B,1.2,6.894e-07,0.000e+00,3.437e-10,6.897e-07
R[0]_5__XNOR2X4H7R_A_Y_AO31X4H7R_A0_A1_AOI211X2H7R_Y_A1_OAI22X0P5H7R_Y_A1_AOI211X0P5H7R_Y_A1_OR2X1P4H7R_Y,1.2,6.829e-07,0.000e+00,1.901e-10,6.831e-07
seg1_OAI211X1H7R_Y_A1_OAI31X0P5H7R_A2_A1_NAND4X0P5H7R_C_A_OAI22X0P5H7R_B1_Y_OAI2BB2X0P5H7R_A1N,1.2,6.744e-07,0.000e+00,1.571e-10,6.746e-07
R[0]_7__reg_p_E_ICGX0P5H7R_E,1.2,6.694e-07,0.000e+00,6.154e-10,6.700e-07
R[1]_7__reg_p_E_ICGX0P5H7R_E,1.2,6.694e-07,0.000e+00,6.154e-10,6.700e-07
R[2]_7__reg_p_E_ICGX0P5H7R_E,1.2,6.694e-07,0.000e+00,6.154e-10,6.700e-07
R[0]_0__$_XNOR__A_Y_$_AND__B_Y_$_AND__B_Y_$_NAND__B_Y_$_AND__A_B_$_ANDNOT__B_A_$_NOR__B_Y_$_NAND__A_Y_$_NAND__B_Y_ICGX0P5H7R_E,1.2,6.694e-07,0.000e+00,6.154e-10,6.700e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y_B0_OAI211X0P7H7R_Y_B0_OR3X1H7R_Y_B_OAI32X0P5H7R_B1_Y_AOI2BB1X1P4H7R_B0_Y_OAI221X4H7R_A1_B0_AOI32X0P5H7R_Y,1.2,6.657e-07,0.000e+00,9.934e-11,6.658e-07
